0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
0,0,06
